Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,,Final yield (SAD/Interpolated 2009-2018 avg.)
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude,2009-2018  tame hay (mixed) yield (kg/ha)
753003,753,"7,382","780,293",50.582019,-100.950645,4070
753004,753,"40,668","780,293",50.001094,-100.826431,4070
753005,753,"31,531","780,293",49.926183,-100.553294,4070
753006,753,"41,346","780,293",50.621621,-101.052591,4070
753007,753,"257,720","780,293",50.169686,-100.449318,4070
753008,753,"17,317","780,293",50.452404,-101.179346,4070
753009,753,"26,832","780,293",50.151401,-99.966536,4070
753010,753,"8,582","780,293",50.361307,-99.777994,4070
753011,753,"26,178","780,293",50.279699,-99.626371,4070
753012,753,"108,913","780,293",50.095615,-99.819379,4070
753013,753,"96,467","780,293",50.75033,-101.244634,4070
754001,754,"20,979","330,465",50.889141,-104.234959,3040
754002,754,"51,531","330,465",50.88029,-103.849029,3040
754003,754,"17,516","330,465",50.861108,-104.055886,3040
754004,754,"38,026","330,465",50.585806,-103.452362,3040
754005,754,"32,120","330,465",50.805225,-103.288081,3040
754006,754,"38,294","330,465",50.672625,-103.436973,3040
754007,754,"37,274","330,465",50.641029,-103.946568,3040
754008,754,"17,922","330,465",50.61073,-103.811939,3040
754009,754,"21,311","330,465",50.594128,-103.607388,3040
754010,754,"41,585","330,465",50.495513,-103.365144,3040
754011,754,"13,908","330,465",50.399905,-103.101337,3040
755001,755,"35,134","267,499",50.557295,-104.350063,3040
755002,755,"215,647","267,499",50.030775,-103.202336,3040
755003,755,"16,719","267,499",50.203516,-103.545984,3040
756001,756,"119,494","576,115",50.588833,-104.135342,3040
756002,756,"77,213","576,115",50.391552,-103.426813,3040
756003,756,"16,212","576,115",50.351668,-103.652684,3040
756004,756,"8,665","576,115",50.424859,-102.454632,3040
756005,756,"120,003","576,115",50.161684,-102.229428,3040
756006,756,"120,165","576,115",50.190074,-102.907977,3040
756007,756,"20,400","576,115",50.306078,-102.82285,3040
756008,756,"93,963","576,115",50.059781,-102.765375,3040
757001,757,"144,242","267,509",49.691178,-99.408481,4070
757002,757,"43,160","267,509",49.862208,-98.909897,4070
757003,757,"32,138","267,509",49.925794,-99.963731,4070
757004,757,"38,652","267,509",49.832807,-99.717296,4070
757005,757,"9,317","267,509",49.775277,-99.444246,4070
758001,758,"11,956","345,882",49.859311,-100.704098,4070
758002,758,"19,136","345,882",49.99289,-100.326022,4070
758003,758,"15,540","345,882",49.813085,-100.423093,4070
758004,758,"18,976","345,882",49.746538,-100.114844,4070
758005,758,"27,644","345,882",49.498395,-99.227521,4070
758006,758,"39,389","345,882",49.623738,-98.868448,4070
758007,758,"77,127","345,882",49.568472,-99.740755,4070
758008,758,"19,539","345,882",49.798051,-99.844506,4070
758009,758,"68,672","345,882",49.682208,-100.220425,4070
758010,758,"21,969","345,882",49.593239,-99.088078,4070
758011,758,"25,933","345,882",49.631046,-99.192204,4070
759001,759,"69,913","69,913",49.907078,-99.386185,4070
760001,760,"27,829","695,549",49.78777,-102.075534,3040
760002,760,"466,161","695,549",49.56088,-101.606819,3555
760003,760,"38,535","695,549",49.643629,-102.50031,3040
760004,760,"87,391","695,549",49.077223,-101.794115,3040
760005,760,"75,633","695,549",50.049749,-101.844957,3040
761001,761,"30,572","110,728",49.838267,-102.667,3040
761002,761,"25,895","110,728",49.757417,-102.673663,3040
761003,761,"54,261","110,728",49.807197,-102.390223,3040
762001,762,"36,109","169,286",49.741207,-102.833449,3040
762002,762,"21,733","169,286",49.817491,-103.061402,3040
762003,762,"64,681","169,286",49.576279,-102.781513,3040
762004,762,"19,094","169,286",49.409766,-102.169249,3040
762005,762,"27,669","169,286",49.47894,-102.27545,3040
763001,763,"198,687","424,197",49.340858,-100.767039,4070
763002,763,"13,107","424,197",49.73543,-100.971555,4070
763003,763,"12,274","424,197",49.719562,-100.593431,4070
763004,763,"12,818","424,197",49.635724,-100.894292,4070
763005,763,"24,161","424,197",49.648926,-100.72949,4070
763006,763,"93,315","424,197",49.195838,-101.655591,3555
763007,763,"14,105","424,197",49.500606,-100.60509,4070
763008,763,"5,706","424,197",49.319242,-100.888473,4070
763009,763,"22,196","424,197",49.057588,-100.986589,4070
763010,763,"20,892","424,197",49.064699,-101.157938,4070
763011,763,"6,934","424,197",49.130844,-100.957463,4070
764001,764,"11,998","137,768",49.236365,-99.162355,4070
764002,764,"6,658","137,768",49.258829,-99.099055,4070
764003,764,"31,702","137,768",49.617056,-99.918791,4070
764004,764,"29,149","137,768",49.490263,-99.673212,4070
764005,764,"58,261","137,768",49.32565,-99.342938,4070
765001,765,"45,448","508,012",49.528778,-100.294248,4070
765002,765,"84,847","508,012",49.180998,-100.586682,4070
765003,765,"25,461","508,012",49.249314,-100.316451,4070
765004,765,"66,070","508,012",49.171276,-100.120926,4070
765005,765,"97,536","508,012",49.100426,-99.458838,4070
765006,765,"5,582","508,012",49.016596,-100.712531,4070
765007,765,"6,714","508,012",49.032349,-100.592645,4070
765008,765,"133,104","508,012",49.30755,-99.890011,4070
765009,765,"43,251","508,012",49.357032,-99.645709,4070
766001,766,"54,812","318,348",49.135081,-98.909501,4070
766002,766,"17,791","318,348",49.158094,-99.231609,4070
766003,766,"15,822","318,348",49.148194,-98.505847,4070
766004,766,"7,064","318,348",49.185577,-98.215269,4070
766005,766,"19,034","318,348",49.065445,-98.189148,4070
766006,766,"23,887","318,348",49.360176,-98.366979,4070
766007,766,"44,448","318,348",49.260433,-98.448532,4070
766008,766,"52,163","318,348",49.05002,-98.793506,4070
766009,766,"12,028","318,348",49.270183,-98.602094,4070
766010,766,"71,298","318,348",49.217996,-99.224383,4070
767001,767,"111,979","676,393",52.553347,-109.122263,3040
767002,767,"94,572","676,393",52.346351,-109.385979,3040
767003,767,"60,652","676,393",52.473452,-108.801722,3040
767004,767,"11,554","676,393",52.236104,-109.09218,3040
767005,767,"42,311","676,393",52.218168,-108.932707,3040
767006,767,"50,237","676,393",52.205176,-109.297101,3040
767007,767,"15,130","676,393",52.302937,-109.134711,3040
767008,767,"10,692","676,393",52.166176,-108.812713,3040
767009,767,"8,561","676,393",52.384099,-108.38853,3040
767010,767,"57,854","676,393",52.219858,-108.050692,3040
767011,767,"71,041","676,393",52.06355,-109.426539,3040
767012,767,"30,837","676,393",52.251057,-108.435508,3040
767013,767,"16,256","676,393",52.329589,-108.149104,3040
767014,767,"82,282","676,393",52.069304,-108.436173,3040
767015,767,"12,434","676,393",52.020592,-108.919724,3040
768001,768,"55,822","68,186",52.365458,-109.578993,3040
768002,768,"12,364","68,186",52.455423,-109.578827,3040
769001,769,"204,104","352,817",52.101599,-111.432894,3837
769002,769,"36,045","352,817",52.062273,-112.330962,3837
769003,769,"42,193","352,817",52.064068,-112.039388,3837
769004,769,"21,501","352,817",52.061317,-112.454732,3837
769005,769,"48,974","352,817",51.806844,-111.751263,3837
770001,770,"50,675","521,892",52.252774,-107.490247,3040
770002,770,"45,815","521,892",52.1232,-107.378508,3040
770003,770,"203,997","521,892",51.944513,-107.205127,3040
770004,770,"26,532","521,892",51.688292,-107.591616,3040
770005,770,"36,414","521,892",51.73563,-107.348041,3040
770006,770,"84,244","521,892",51.53732,-106.998249,3040
770007,770,"27,239","521,892",51.550291,-107.16499,3040
770008,770,"23,969","521,892",51.230044,-106.808023,3040
770009,770,"4,835","521,892",51.314207,-106.935997,3040
770010,770,"18,172","521,892",51.106547,-106.78657,3040
771001,771,"123,646","480,504",52.184127,-110.946311,3837
771002,771,"3,598","480,504",52.198263,-110.050021,3837
771003,771,"65,703","480,504",51.834202,-110.621642,3837
771004,771,"2,014","480,504",52.160559,-110.038316,3837
771005,771,"168,102","480,504",51.956327,-110.249951,3439
771006,771,"52,719","480,504",51.836199,-110.391298,3837
771007,771,"23,197","480,504",51.97555,-109.643203,3040
771008,771,"41,525","480,504",51.75047,-110.061453,3439
772001,772,"49,801","79,137",52.295192,-106.998519,3040
772002,772,"29,337","79,137",52.252325,-106.630833,3040
773001,773,"45,409","443,020",52.175496,-106.514877,3040
773002,773,"52,156","443,020",52.154865,-105.498161,3040
773003,773,"119,709","443,020",51.982352,-105.994982,3040
773004,773,"65,150","443,020",52.003707,-105.778794,3040
773005,773,"43,445","443,020",51.689616,-106.549586,3040
773006,773,"17,123","443,020",51.861736,-106.168401,3040
773007,773,"31,307","443,020",51.782726,-105.939634,3040
773008,773,"19,166","443,020",51.66668,-105.745722,3040
773009,773,"49,557","443,020",51.518576,-106.493662,3040
774001,774,"25,714","101,414",52.280219,-105.910869,3040
774002,774,"26,051","101,414",52.239462,-106.139625,3040
774003,774,"25,939","101,414",52.151041,-106.407754,3040
774004,774,"23,710","101,414",52.122439,-105.97768,3040
775001,775,"18,371","126,033",52.253373,-107.667815,3040
775002,775,"15,954","126,033",52.133691,-107.720881,3040
775003,775,"56,766","126,033",51.852946,-108.037987,3040
775004,775,"34,942","126,033",51.977842,-107.775672,3040
776001,776,"25,933","204,672",52.159985,-106.992908,3040
776002,776,"61,713","204,672",51.786488,-106.974508,3040
776003,776,"18,814","204,672",51.899227,-106.752254,3040
776004,776,"53,272","204,672",51.870476,-106.558438,3040
776005,776,"44,940","204,672",51.812641,-106.93184,3040
777001,777,"47,547","118,606",52.023394,-111.752483,3837
777002,777,"21,070","118,606",51.888082,-111.563575,3837
777003,777,"49,989","118,606",51.899019,-111.318451,3837
778001,778,"59,665","59,665",51.986953,-108.148916,3040
779001,779,"69,158","104,216",51.959334,-112.214069,3837
779002,779,"35,058","104,216",51.805298,-112.662415,3837
780001,780,"53,797","417,046",51.829663,-108.761585,3040
780002,780,"23,282","417,046",51.688062,-108.462433,3040
780003,780,"274,040","417,046",51.454751,-107.901802,3040
780004,780,"13,762","417,046",51.74029,-108.217218,3040
780005,780,"22,502","417,046",51.218989,-107.820839,3040
780006,780,"29,663","417,046",50.980264,-108.196301,3040
781001,781,"40,288","335,690",51.662528,-113.054962,3837
781002,781,"43,116","335,690",51.625326,-112.782624,3837
781003,781,"15,653","335,690",51.502962,-112.84636,3837
781004,781,"46,074","335,690",51.798761,-112.300552,3837
781005,781,"45,267","335,690",51.605991,-112.566989,3837
781006,781,"47,949","335,690",51.480564,-112.963672,3837
781007,781,"24,738","335,690",51.32094,-113.200469,3837
781008,781,"21,909","335,690",51.365631,-112.960698,3837
781009,781,"50,696","335,690",51.226173,-113.088673,3837
782001,782,"122,782","785,925",51.518621,-106.231258,3040
782002,782,"85,154","785,925",51.275358,-105.592205,3040
782003,782,"43,044","785,925",51.365306,-106.757328,3040
782004,782,"58,456","785,925",51.265233,-106.556791,3040
782005,782,"47,437","785,925",51.295736,-106.334372,3040
782006,782,"52,376","785,925",51.247966,-105.807427,3040
782007,782,"43,098","785,925",51.166296,-105.919334,3040
782008,782,"83,455","785,925",51.021524,-105.463638,3040
782009,782,"22,949","785,925",50.966603,-106.144866,3040
782010,782,"29,938","785,925",51.066835,-106.06325,3040
782011,782,"21,562","785,925",50.939609,-105.821432,3040
782012,782,"49,856","785,925",50.867396,-105.24628,3040
782013,782,"19,010","785,925",50.810686,-105.484129,3040
782014,782,"68,409","785,925",50.657698,-105.282226,3040
